1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
864,0.0,3.0,No,191,ALQ,673,463,Unf,1994.0,864,TA,8120,70.0,0.0,0,7,4,864,0.0,1970,1970,124500
1500,0.0,3.0,Av,1032,GLQ,431,712,RFn,1994.0,2622,Gd,12256,98.0,362.0,32,5,8,1463,0.0,1994,1995,325000
625,625.0,2.0,No,0,Unf,625,528,RFn,2006.0,1250,Gd,4251,35.0,0.0,54,5,7,625,0.0,2006,2007,164700
816,0.0,3.0,No,0,Unf,816,528,Unf,1985.0,1176,TA,6240,52.0,0.0,0,6,6,816,0.0,1934,1950,114500
1468,0.0,3.0,No,0,Unf,1468,898,Fin,2008.0,1468,Gd,9612,74.0,72.0,150,5,8,1468,0.0,2008,2009,244600
1056,0.0,3.0,No,775,BLQ,281,304,Unf,1968.0,1056,TA,8450,65.0,0.0,85,6,5,1056,0.0,1968,1968,142000
1004,848.0,3.0,Mn,668,GLQ,336,660,Fin,1999.0,1852,Gd,9066,73.0,320.0,106,5,8,1004,0.0,1999,2000,230000
1431,0.0,3.0,Gd,371,GLQ,728,296,RFn,1962.0,1431,TA,9150,101.0,305.0,110,5,6,1099,0.0,1962,1962,165000
738,0.0,3.0,No,193,GLQ,545,540,Fin,2005.0,1476,Gd,8633,64.0,0.0,35,5,6,738,0.0,2005,2005,173500
1314,0.0,3.0,Mn,936,GLQ,364,552,RFn,2009.0,1314,Gd,8640,72.0,72.0,112,5,8,1300,0.0,2009,2009,229456
1062,0.0,3.0,Av,539,ALQ,490,539,RFn,1976.0,1062,TA,11333,70.04995836802664,0.0,0,5,6,1029,120.0,1976,1976,146800
1005,978.0,3.0,No,694,GLQ,284,490,Fin,1999.0,1983,Gd,10762,70.04995836802664,344.0,0,5,7,978,0.0,1999,1999,225000
1905,0.0,3.0,No,0,Unf,1905,788,Fin,2006.0,1905,Ex,11670,84.0,302.0,191,5,9,1905,0.0,2006,2006,320000
1132,0.0,2.0,No,1024,GLQ,108,451,Fin,2005.0,1132,Gd,7024,60.0,0.0,64,5,4,1132,0.0,2005,2005,176000
672,0.0,2.0,No,0,Unf,672,240,Unf,1940.0,672,TA,10200,60.0,0.0,0,8,5,672,0.0,1940,1997,108000
792,348.0,3.0,No,0,Unf,576,0,None,1978.5061638868744,1140,TA,8800,55.0,0.0,160,7,4,576,0.0,1910,2004,96500
1682,0.0,3.0,No,0,Unf,1304,530,Unf,1970.0,1682,TA,10400,80.0,288.0,0,6,7,1304,0.0,1970,1970,174000
1040,0.0,2.0,None,0,None,0,420,Unf,1956.0,1040,TA,7200,60.0,0.0,0,5,4,0,0.0,1949,1950,90000
901,900.0,3.0,No,0,Unf,893,800,None,2005.0,1801,Gd,10463,72.0,0.0,116,5,8,893,0.0,2005,2005,239900
1325,1093.0,3.0,Gd,1173,GLQ,138,983,RFn,1993.0,2418,Gd,10542,96.0,651.0,154,5,7,1311,0.0,1993,1994,341000
1040,0.0,2.0,None,0,None,0,400,Unf,1949.0,1040,TA,8544,60.0,0.0,0,4,3,0,0.0,1950,1950,93500
1922,0.0,3.0,Gd,1249,GLQ,673,676,Fin,2005.0,1922,Gd,14157,86.0,200.0,51,5,9,1922,0.0,2005,2006,377426
1234,0.0,3.0,Av,0,Unf,1234,484,RFn,2007.0,1234,Gd,11049,85.0,0.0,30,5,8,1234,0.0,2007,2007,179900
1651,0.0,3.0,No,1398,ALQ,0,616,Fin,1986.0,1651,TA,12416,47.0,132.0,0,5,6,1606,0.0,1986,1986,184000
2364,0.0,2.86921381337252,Gd,2188,GLQ,142,820,Fin,2009.0,2364,Ex,12919,100.0,760.0,67,5,9,2330,0.0,2009,2010,611657
1600,0.0,3.0,No,0,Unf,1566,890,RFn,2007.0,1600,Gd,14230,110.0,640.0,56,5,8,1566,0.0,2007,2007,256300
1361,1259.0,4.0,No,498,GLQ,652,600,RFn,1977.0,2620,TA,18890,70.04995836802664,1.0,24,5,5,1361,0.0,1977,1977,190000
1276,0.0,2.86921381337252,No,0,Unf,1276,350,Unf,1958.0,1276,TA,9571,68.0,0.0,0,3,5,1276,0.0,1958,1958,60000
1200,0.0,1.0,Mn,661,GLQ,203,884,Unf,1977.0,1200,Gd,9230,71.0,166.0,64,8,5,864,0.0,1965,1998,146000
1212,0.0,3.0,No,0,Unf,1212,573,RFn,2001.0,1212,Gd,9100,70.0,0.0,0,5,7,1212,0.0,2001,2001,178000
899,0.0,3.0,No,450,ALQ,414,288,Fin,1967.0,899,Gd,7800,65.0,89.0,0,7,5,864,0.0,1967,2004,130000
1555,0.0,2.0,No,0,Unf,1373,660,Fin,2007.0,1555,Gd,3684,53.0,130.0,20,5,7,1373,0.0,2007,2007,174000
1518,0.0,1.0,Gd,1218,GLQ,300,588,RFn,2003.0,1518,Ex,12677,62.0,472.0,140,5,8,1518,185.0,2003,2004,274000
1232,0.0,2.0,Av,724,GLQ,508,632,None,2007.0,1232,Gd,7314,64.0,82.0,0,5,7,1232,0.0,2007,2007,194500
1073,0.0,3.0,No,836,ALQ,237,515,RFn,1965.0,1073,TA,10289,79.0,168.0,0,7,5,1073,0.0,1965,1965,156000
1132,1320.0,4.0,Av,0,Unf,1117,691,None,2004.0,2452,Gd,13418,108.0,132.0,32,5,8,1117,0.0,2004,2005,309000
630,672.0,3.0,No,0,Unf,630,440,Unf,1970.0,1302,TA,2016,24.0,304.0,0,5,5,630,0.0,1970,1970,106000
1195,644.0,4.0,No,0,Unf,1195,486,Fin,1998.0,1839,TA,16770,58.0,30.0,81,5,7,1195,0.0,1998,1998,221000
848,0.0,2.86921381337252,Mn,662,GLQ,186,420,RFn,2004.0,848,Gd,4435,37.0,169.0,0,5,6,848,0.0,2004,2004,155900
961,406.0,4.0,No,241,Rec,229,384,Unf,1978.0,1367,TA,8405,50.0,0.0,130,8,5,861,0.0,1900,1950,119000
735,299.0,2.0,No,0,None,735,240,Unf,1940.0,1034,TA,10134,60.0,0.0,39,6,5,735,0.0,1940,1950,109000
804,744.0,3.0,No,556,None,248,440,Unf,1976.0,1548,Gd,2308,24.0,0.0,0,6,6,804,0.0,1976,1976,155000
1114,0.0,2.86921381337252,No,814,GLQ,300,576,Unf,2004.0,1114,Gd,13695,66.0,0.0,78,5,6,1114,0.0,2003,2004,155000
1888,0.0,2.0,No,247,None,557,578,Fin,1966.0,1888,Gd,16492,137.0,0.0,0,6,6,1517,0.0,1966,2002,190000
1168,800.0,2.86921381337252,Av,562,None,29,530,RFn,1969.0,1968,TA,11075,70.04995836802664,232.0,189,4,5,784,0.0,1969,1969,172000
900,602.0,3.0,No,0,Unf,602,180,Unf,1923.0,1502,Gd,10592,55.0,0.0,0,7,6,602,0.0,1923,1996,165000
697,804.0,3.0,No,518,ALQ,179,420,Fin,1993.0,1501,Gd,7685,70.04995836802664,112.0,63,5,6,697,0.0,1993,1994,165600
1180,0.0,2.0,No,0,Unf,700,252,Unf,1922.0,1180,Fa,11600,80.0,0.0,0,5,4,700,0.0,1922,1950,137500
1370,0.0,2.0,Mn,24,GLQ,1346,484,RFn,2006.0,1370,Gd,6442,44.0,178.0,49,5,8,1370,0.0,2006,2006,202500
1632,0.0,3.0,No,620,Rec,0,338,RFn,1958.0,1632,TA,9600,80.0,183.0,0,6,6,1240,0.0,1958,1988,139000
1167,0.0,3.0,No,645,BLQ,270,495,Unf,1972.0,1167,TA,8731,98.0,0.0,0,5,5,915,0.0,1920,1950,144000
1276,1336.0,4.0,No,854,GLQ,371,676,Fin,1998.0,2612,Gd,12203,98.0,975.0,0,5,8,1225,0.0,1998,1999,336000
1269,0.0,3.0,No,374,BLQ,363,308,Unf,1964.0,1269,TA,7931,70.0,0.0,0,6,5,1269,0.0,1960,1960,155000
764,862.0,2.0,No,567,GLQ,197,474,RFn,2003.0,1626,Gd,2268,36.0,106.0,27,5,7,764,0.0,2003,2004,173000
1220,0.0,2.0,No,836,LwQ,0,396,Unf,1951.0,1220,TA,8877,67.0,0.0,0,5,4,836,0.0,1951,1951,102000
884,884.0,2.86921381337252,No,550,GLQ,334,543,None,2003.0,1768,Gd,8158,65.0,252.0,63,5,7,884,0.0,2003,2003,224900
679,504.0,2.0,No,331,ALQ,318,308,Unf,1981.0,1183,TA,6000,50.0,0.0,176,7,3,649,0.0,1948,2002,120000
1125,0.0,2.86921381337252,Av,631,ALQ,410,352,Unf,1977.0,1125,TA,7200,72.0,255.0,0,6,6,1041,296.0,1976,1976,125000
875,0.0,2.0,No,209,BLQ,506,180,Unf,1931.0,875,TA,6120,51.0,0.0,0,7,5,715,0.0,1931,1993,105000
1152,0.0,2.86921381337252,None,0,None,0,0,None,1978.5061638868744,1152,Fa,6040,65.0,0.0,0,5,4,0,0.0,1955,1955,82000
912,546.0,3.0,No,0,Unf,912,330,Unf,1948.0,1458,TA,17503,78.0,0.0,0,5,6,912,0.0,1948,1950,97500
1442,0.0,3.0,No,0,Unf,1424,500,None,1990.0,1442,TA,11851,99.0,0.0,34,5,7,1424,0.0,1990,1990,180500
790,784.0,3.0,Mn,712,GLQ,84,566,Fin,1976.0,1574,TA,18800,70.04995836802664,120.0,111,5,6,796,0.0,1976,1976,190000
1053,0.0,3.0,No,806,ALQ,247,312,RFn,1959.0,1053,Gd,10007,72.0,54.0,0,7,5,1053,0.0,1959,2006,145500
1050,1028.0,3.0,No,789,GLQ,245,836,Fin,2008.0,2078,Ex,10800,85.0,100.0,102,5,8,1034,0.0,2007,2008,339750
1258,0.0,3.0,No,656,ALQ,602,528,None,1971.0,1258,Gd,11040,80.0,144.0,0,7,6,1258,0.0,1971,2004,145000
997,0.0,4.0,No,0,Unf,941,548,Unf,1958.0,1470,TA,8172,60.0,0.0,0,6,4,941,0.0,1954,1972,135000
999,0.0,3.0,Av,867,ALQ,77,588,RFn,1961.0,999,Ex,12122,70.04995836802664,210.0,76,9,7,944,0.0,1961,2007,178400
672,728.0,2.86921381337252,No,209,ALQ,463,440,Fin,1978.0,1400,TA,7844,74.0,203.0,0,7,6,672,0.0,1978,1978,149500
918,0.0,2.0,No,0,Unf,918,264,Unf,1979.0,918,TA,7892,55.0,0.0,0,5,6,918,0.0,1979,1979,99500
1077,0.0,2.0,No,851,GLQ,140,205,RFn,1939.0,1077,TA,7420,50.0,0.0,4,6,5,991,0.0,1939,1950,118000
742,742.0,3.0,No,0,Unf,742,390,Fin,2005.0,1484,Gd,12589,149.0,0.0,24,5,6,742,0.0,2005,2005,174000
989,584.0,3.0,No,0,None,884,240,Unf,1935.0,1573,Gd,6120,51.0,0.0,0,7,4,884,0.0,1935,1995,133000
1208,0.0,2.0,Av,686,GLQ,501,632,RFn,2006.0,1208,Gd,6762,64.0,24.0,61,5,7,1187,0.0,2006,2006,206000
780,0.0,2.0,Av,632,ALQ,148,352,Unf,1973.0,780,TA,7200,60.0,0.0,0,7,5,780,196.0,1972,1972,124900
1040,0.0,3.0,Mn,532,LwQ,364,484,Unf,1977.0,1040,Gd,8800,61.0,0.0,0,7,5,1040,0.0,1977,2008,150500
928,0.0,2.0,No,377,Rec,551,252,Unf,1956.0,928,TA,13300,70.0,0.0,0,7,5,928,0.0,1956,2000,132000
798,813.0,4.0,Gd,674,GLQ,0,442,RFn,1964.0,1611,TA,9760,80.0,360.0,128,6,6,780,0.0,1964,1964,167900
1056,0.0,0.0,No,1056,GLQ,0,576,Unf,1980.0,1056,TA,6979,64.0,0.0,56,5,6,1056,0.0,1980,1980,144000
1586,0.0,3.0,No,0,None,1362,435,Unf,1979.0,1586,TA,17043,48.0,0.0,0,5,6,1362,192.0,1979,1998,181000
1002,454.0,4.0,Mn,0,Unf,810,280,Unf,1954.0,1456,TA,7585,50.0,0.0,0,3,5,810,0.0,1948,1950,91500
1040,0.0,2.0,None,0,None,0,400,Unf,1987.0,1040,TA,8544,60.0,0.0,0,4,3,0,0.0,1950,1950,92900
1078,0.0,3.0,No,734,GLQ,344,500,Fin,1971.0,1078,TA,12537,70.04995836802664,0.0,0,6,5,1078,0.0,1971,2008,149900
944,0.0,2.0,None,0,None,0,528,Unf,1956.0,944,Fa,10206,74.0,0.0,0,3,3,0,0.0,1952,1952,82000
1100,0.0,3.0,No,419,ALQ,375,312,RFn,1960.0,1100,TA,12493,70.04995836802664,0.0,0,5,4,1100,355.0,1960,1960,141000
1776,0.0,4.0,No,0,Unf,1584,888,Unf,1968.0,1776,TA,11475,85.0,95.0,25,5,5,1584,0.0,1958,1958,110000
1689,0.0,3.0,No,1218,GLQ,350,857,RFn,2002.0,1689,Gd,13265,70.04995836802664,148.0,59,5,8,1568,0.0,2002,2002,271000
1440,0.0,4.0,Gd,1440,None,0,0,None,1978.5061638868744,1440,TA,7711,42.0,0.0,0,3,4,1440,0.0,1977,1977,150000
1242,0.0,3.0,No,916,ALQ,326,528,Unf,1973.0,1242,TA,9600,80.0,320.0,0,6,7,1242,0.0,1973,1973,175500
1211,0.0,3.0,No,250,BLQ,210,322,None,1968.0,1211,TA,8250,55.0,0.0,63,5,5,952,0.0,1968,1968,134000
904,0.0,2.0,No,0,Unf,884,180,Unf,1926.0,904,TA,6000,50.0,0.0,0,7,6,884,0.0,1926,2004,119000
860,0.0,2.0,Av,672,ALQ,168,528,Unf,1996.0,860,TA,8740,74.0,0.0,0,6,5,840,0.0,1982,1982,137000
1296,0.0,2.0,None,0,None,0,516,Unf,1967.0,1296,TA,10791,72.0,0.0,0,5,4,0,0.0,1967,1967,90000
864,0.0,2.0,No,612,Rec,252,300,Unf,2008.0,864,TA,9100,70.0,0.0,0,6,6,864,0.0,1959,1959,127500
900,0.0,3.0,Mn,234,None,180,576,Unf,2005.0,900,Gd,7200,60.0,0.0,32,7,5,900,0.0,1951,2000,134800
1160,966.0,3.0,Gd,249,LwQ,0,538,Fin,1967.0,2126,TA,28698,70.04995836802664,0.0,0,5,5,1013,0.0,1967,1967,185000
912,514.0,3.0,No,0,Unf,912,216,Unf,1925.0,1426,Gd,7642,55.0,0.0,240,8,7,912,0.0,1918,1998,189950
798,842.0,3.0,No,0,Unf,798,520,RFn,2004.0,1640,Gd,8366,65.0,0.0,45,5,6,798,0.0,2004,2004,173000
902,0.0,3.0,No,599,GLQ,277,288,Unf,1967.0,902,TA,6173,70.04995836802664,75.0,0,6,5,876,0.0,1967,1967,125500
663,689.0,4.0,No,371,ALQ,292,299,Fin,1969.0,1352,TA,9364,80.0,143.0,36,7,6,663,0.0,1969,1969,158000
1407,985.0,3.0,No,1074,GLQ,322,870,Fin,1997.0,2392,Gd,9452,82.0,423.0,70,5,8,1396,0.0,1997,1998,348000
1113,858.0,3.0,Mn,341,GLQ,772,689,RFn,2005.0,1971,Gd,9675,75.0,0.0,48,5,7,1113,0.0,2005,2005,253000
1314,0.0,2.0,No,904,GLQ,410,626,None,2008.0,1314,Gd,5001,34.0,166.0,62,5,7,1314,0.0,2007,2008,230000
1053,0.0,3.0,No,0,Unf,1053,648,RFn,2003.0,1992,Gd,9375,75.0,768.0,45,5,8,1053,0.0,2003,2004,250000
950,0.0,2.86921381337252,No,412,BLQ,251,280,Unf,1981.0,950,TA,9758,61.0,0.0,0,5,5,950,0.0,1971,1971,119500
1041,0.0,3.0,No,991,ALQ,50,270,RFn,1959.0,1041,TA,9600,80.0,132.0,88,6,5,1041,0.0,1959,1959,124500
998,764.0,4.0,No,0,Unf,596,576,Unf,1989.0,1762,Gd,7200,60.0,0.0,0,7,7,596,0.0,1920,1950,157000
1072,504.0,2.86921381337252,Gd,1309,GLQ,15,528,RFn,1923.0,1576,Gd,21384,144.0,0.0,312,6,5,1324,0.0,1923,2004,223500
1094,0.0,3.0,Mn,500,Rec,594,495,None,1953.0,1094,TA,10452,85.0,216.0,0,5,6,1094,0.0,1953,1953,155000
864,0.0,3.0,No,553,Rec,0,360,Unf,1965.0,864,TA,8281,60.0,0.0,0,5,5,864,0.0,1965,1965,62383
625,625.0,2.0,No,0,Unf,625,625,Fin,2006.0,1250,Gd,4017,35.0,0.0,54,5,7,625,0.0,2006,2007,171900
756,756.0,2.0,No,420,GLQ,336,440,Unf,2000.0,1512,Gd,2117,70.04995836802664,513.0,32,5,6,756,0.0,2000,2000,168500
952,596.0,2.86921381337252,No,0,Unf,952,672,None,1978.0,1548,Ex,7264,55.0,0.0,0,7,7,952,0.0,1925,2007,205000
1007,793.0,3.0,No,0,Unf,982,463,Fin,2000.0,1800,TA,8123,60.0,16.0,63,5,6,982,100.0,2000,2000,179000
886,0.0,2.0,No,0,Unf,190,273,Unf,1938.0,886,TA,5784,50.0,0.0,20,8,5,190,0.0,1938,1996,91300
1120,850.0,3.0,Mn,0,Unf,1085,753,Fin,2006.0,1970,Ex,11065,86.0,788.0,74,5,8,1085,0.0,2006,2006,281000
880,844.0,3.0,Av,0,Unf,880,527,Fin,1998.0,1724,Gd,8924,57.0,0.0,155,5,7,880,0.0,1998,1999,188000
672,714.0,3.0,Mn,438,Rec,234,440,Fin,1978.0,1386,TA,11616,70.04995836802664,328.0,0,5,6,672,0.0,1978,1978,158900
1133,1349.0,4.0,Gd,0,Unf,1094,642,Fin,2005.0,2482,Gd,12665,88.0,245.0,39,5,8,1094,0.0,2005,2006,281213
1310,1140.0,3.0,Mn,781,GLQ,503,1069,Fin,1998.0,2450,Gd,16545,70.04995836802664,731.0,126,5,8,1284,0.0,1998,1998,340000
990,0.0,3.0,No,716,ALQ,274,576,Unf,1996.0,990,TA,13568,43.0,0.0,0,5,5,990,0.0,1995,1995,156000
661,589.0,3.0,No,0,Unf,661,552,Unf,1985.0,1250,TA,5362,53.0,0.0,0,6,5,661,0.0,1910,2003,139000
1117,0.0,3.0,Av,422,ALQ,480,672,None,1976.0,1117,TA,7819,94.0,0.0,0,5,6,1029,0.0,1976,1976,107000
691,0.0,2.0,No,0,Unf,691,216,Unf,1920.0,691,Ex,5400,60.0,0.0,20,6,5,691,0.0,1920,1950,86000
1992,876.0,4.0,Av,240,GLQ,1752,716,Fin,2005.0,2868,Ex,16056,85.0,208.0,108,5,9,1992,0.0,2005,2006,556581
912,336.0,2.0,No,324,LwQ,588,160,Unf,1957.0,1248,TA,9439,52.0,0.0,0,5,5,912,0.0,1930,1950,87000
864,0.0,3.0,No,432,ALQ,432,0,None,1978.5061638868744,864,TA,10500,70.0,0.0,0,5,4,864,0.0,1971,1971,115000
864,0.0,2.0,No,468,Rec,396,0,None,1978.5061638868744,864,TA,5604,67.0,0.0,0,6,5,864,0.0,1925,1950,98000
792,725.0,3.0,No,0,Unf,792,400,Unf,1931.0,1517,Gd,11435,70.04995836802664,0.0,0,7,8,792,0.0,1929,1950,230000
1086,0.0,3.0,No,320,ALQ,404,490,Unf,1989.0,1086,TA,10200,85.0,104.0,0,7,5,1086,0.0,1954,2003,144900
1234,1140.0,4.0,No,0,Unf,1181,656,Fin,2003.0,2374,Ex,11999,93.0,340.0,100,5,8,1181,0.0,2003,2004,285000
1378,994.0,4.0,No,0,Unf,994,432,RFn,1985.0,2372,TA,6600,60.0,0.0,287,4,5,994,0.0,1892,1965,107500
1657,0.0,3.0,No,1237,LwQ,420,484,Unf,1970.0,1657,TA,12155,70.04995836802664,0.0,0,3,6,1657,0.0,1970,1970,163500
1370,0.0,3.0,No,0,Unf,1090,479,RFn,1976.0,1370,TA,10400,80.0,189.0,0,5,7,1090,0.0,1976,1976,152000
912,0.0,2.0,Av,773,GLQ,115,470,RFn,1978.0,912,TA,7540,70.04995836802664,0.0,0,6,6,888,0.0,1978,1978,156000
796,0.0,2.0,No,0,Unf,796,0,None,1978.5061638868744,796,TA,3636,40.0,0.0,0,4,4,796,0.0,1922,1950,55000
814,860.0,3.0,No,533,GLQ,281,663,RFn,2000.0,1674,Gd,7500,70.04995836802664,0.0,96,5,7,814,0.0,2000,2000,216000
866,0.0,2.0,No,329,ALQ,357,0,None,1978.5061638868744,866,Gd,3880,40.0,0.0,42,9,5,686,0.0,1945,1997,110500
4692,950.0,3.0,Gd,5644,GLQ,466,1418,Fin,2008.0,5642,Ex,63887,313.0,796.0,292,5,10,6110,0.0,2008,2008,160000
1079,874.0,3.0,Av,985,GLQ,595,501,Fin,1992.0,1953,Gd,53107,70.04995836802664,0.0,231,5,6,1580,0.0,1992,1992,240000
1121,0.0,3.0,No,651,Rec,470,480,Unf,1963.0,1121,TA,8816,80.0,0.0,80,6,5,1121,0.0,1963,1963,139000
1792,0.0,2.0,Gd,1567,GLQ,225,874,Fin,2003.0,1792,Ex,11846,72.0,562.0,49,5,9,1792,0.0,2003,2004,374000
1352,0.0,2.0,No,0,Unf,1352,466,None,2006.0,1352,Gd,4230,47.0,0.0,241,5,7,1352,0.0,2006,2007,208900
925,550.0,4.0,No,548,ALQ,36,336,RFn,1977.0,1475,TA,2665,41.0,0.0,26,6,5,757,0.0,1977,1977,127000
832,650.0,3.0,No,624,ALQ,26,324,Unf,1930.0,1482,TA,9000,50.0,0.0,0,9,7,650,0.0,1920,1988,143000
847,1081.0,4.0,No,0,None,847,434,Fin,2003.0,1928,Gd,8200,65.0,0.0,48,5,7,847,0.0,2003,2004,219500
1694,0.0,2.86921381337252,Av,0,Unf,1694,776,None,2008.0,1694,Gd,10475,64.0,72.0,33,5,8,1694,160.0,2008,2008,245350
1498,0.0,2.0,Mn,0,Unf,1498,675,None,2006.0,1498,Gd,8990,73.0,0.0,33,5,7,1498,351.0,2006,2006,204900
1464,0.0,3.0,Av,444,ALQ,76,480,RFn,1997.0,1464,TA,12886,70.0,0.0,0,6,5,520,0.0,1963,1999,175000
963,829.0,3.0,No,361,GLQ,602,564,RFn,2001.0,1792,Gd,12435,80.0,172.0,96,5,7,963,0.0,2001,2001,231500
1088,110.0,4.0,No,0,None,901,0,None,1978.5061638868744,1198,TA,5586,60.0,0.0,98,7,6,901,0.0,1920,1998,79900
1200,0.0,3.0,Gd,1200,GLQ,0,0,None,1978.5061638868744,1200,TA,10800,60.0,0.0,0,5,5,1200,0.0,1987,1988,179000
1306,954.0,3.0,Gd,1201,GLQ,105,533,None,1996.0,2260,Gd,14000,80.0,0.0,44,5,7,1306,0.0,1996,1997,328000
1041,702.0,3.0,No,384,ALQ,143,539,Unf,1968.0,1743,TA,11700,90.0,365.0,0,6,6,702,0.0,1968,1968,175000
1368,0.0,2.0,No,0,Unf,1368,474,None,2005.0,1368,Gd,6792,40.0,94.0,35,5,7,1368,0.0,2005,2006,202665
808,547.0,4.0,No,351,ALQ,112,0,None,1978.5061638868744,1355,TA,10106,62.0,0.0,0,7,5,644,0.0,1940,1999,127500
960,780.0,3.0,No,410,BLQ,390,240,Unf,1940.0,1740,TA,13125,75.0,0.0,0,6,7,800,0.0,1940,1984,219500
1138,0.0,3.0,Av,507,GLQ,81,264,None,1958.0,1138,TA,10482,65.0,63.0,0,8,6,588,0.0,1958,1958,145000
864,0.0,3.0,No,646,ALQ,218,336,Unf,1978.0,864,TA,7000,70.04995836802664,90.0,0,8,5,864,0.0,1978,2005,136500
1828,0.0,2.86921381337252,Av,48,None,1774,774,Unf,2007.0,1828,Gd,11694,90.0,452.0,108,5,9,1822,0.0,2007,2007,314813
1476,677.0,3.0,Mn,904,GLQ,536,736,Fin,2000.0,2153,Ex,11050,70.04995836802664,204.0,142,5,9,1440,0.0,2000,2000,313000
980,0.0,4.0,Gd,945,None,0,0,None,1978.5061638868744,980,TA,9400,35.0,250.0,0,5,6,945,0.0,1975,1975,127500
1190,0.0,3.0,Av,803,ALQ,303,540,None,1962.0,1190,TA,7728,70.0,120.0,18,6,5,1106,0.0,1962,1962,132500
1012,778.0,4.0,No,247,Rec,485,484,RFn,1972.0,1790,TA,10400,80.0,288.0,0,5,6,732,0.0,1972,1972,165150
1575,0.0,2.86921381337252,No,430,GLQ,1145,529,RFn,1992.0,1575,Gd,8012,50.0,0.0,0,5,6,1575,0.0,1992,1992,179200
2129,743.0,4.0,No,700,GLQ,983,541,Fin,1992.0,2872,Gd,10678,85.0,337.0,33,5,8,1683,0.0,1992,2000,285000
616,796.0,3.0,No,0,Unf,616,432,Fin,2007.0,1412,Gd,8499,73.0,0.0,36,5,6,616,0.0,2006,2007,156932
1140,0.0,3.0,No,0,Unf,1140,0,None,1978.5061638868744,1140,TA,17217,90.0,0.0,56,5,5,1140,0.0,2006,2006,84500
1264,0.0,3.0,No,697,Rec,571,461,Unf,1960.0,1264,TA,9300,73.0,324.0,0,5,5,1268,0.0,1960,1960,167500
664,0.0,3.0,Av,554,GLQ,100,426,RFn,2006.0,1496,Gd,17104,58.0,0.0,24,5,7,654,100.0,2006,2006,179665
480,0.0,2.86921381337252,Av,50,BLQ,430,308,None,1958.0,480,TA,9000,50.0,0.0,0,3,2,480,0.0,1949,1950,35311
855,586.0,3.0,No,311,ALQ,544,440,Unf,1978.0,1441,TA,2289,24.0,0.0,0,6,6,855,0.0,1978,1978,148500
520,0.0,2.0,Av,490,GLQ,30,0,None,1978.5061638868744,754,TA,6780,60.0,0.0,0,8,6,520,0.0,1935,1982,84500
1127,850.0,4.0,No,442,Rec,374,540,RFn,1964.0,1977,TA,9500,100.0,272.0,52,6,6,816,0.0,1964,1978,165000
1208,0.0,2.0,No,664,GLQ,544,628,RFn,2007.0,1208,Gd,6762,64.0,108.0,54,5,7,1208,105.0,2007,2007,195400
970,0.0,2.0,No,630,GLQ,340,624,Unf,1996.0,970,TA,8480,80.0,0.0,24,6,5,970,0.0,1963,1963,132500
802,670.0,3.0,No,0,Unf,384,402,RFn,1991.0,1472,Gd,10784,70.04995836802664,76.0,0,5,7,384,0.0,1991,1992,160000
840,534.0,2.0,No,315,ALQ,420,338,Fin,1967.0,1374,TA,5400,90.0,0.0,0,6,4,840,0.0,1920,1950,105000
1728,0.0,6.0,No,1332,Rec,396,504,Unf,1963.0,1728,TA,9100,70.0,336.0,0,5,5,1728,0.0,1963,1963,125000
1617,0.0,2.0,No,165,LwQ,598,533,None,1993.0,1617,Gd,8012,50.0,0.0,69,5,6,1604,0.0,1993,1994,193000
1476,1237.0,3.0,Av,1330,GLQ,122,858,Fin,2008.0,2713,Ex,14948,67.0,268.0,66,5,9,1452,0.0,2008,2008,446261
572,524.0,2.0,No,0,Unf,572,0,None,1978.5061638868744,1096,TA,9600,60.0,0.0,8,5,6,572,0.0,1924,1950,79000
1294,0.0,3.0,No,1200,GLQ,78,496,None,1991.0,1294,Gd,7153,70.04995836802664,88.0,51,5,6,1278,0.0,1991,1991,179200
1004,0.0,3.0,No,399,ALQ,605,420,None,1950.0,1664,TA,5000,50.0,0.0,24,7,6,1004,0.0,1947,1950,159000
1349,0.0,3.0,No,0,None,1349,539,Unf,2000.0,1349,TA,8450,65.0,108.0,55,5,7,1349,0.0,2000,2001,179000
1252,0.0,1.0,Gd,429,BLQ,93,564,RFn,1960.0,1252,TA,13500,70.04995836802664,0.0,0,7,6,1602,0.0,1960,1975,235000
660,660.0,3.0,No,0,Unf,660,400,Fin,2003.0,1320,Gd,7750,70.04995836802664,0.0,48,5,7,660,0.0,2003,2003,162000
1190,900.0,3.0,Mn,828,GLQ,180,577,Fin,1984.0,2090,Gd,5062,70.04995836802664,0.0,0,5,7,1190,0.0,1984,1984,207500
1186,800.0,3.0,No,454,BLQ,314,486,Unf,1965.0,1986,TA,13600,85.0,176.0,42,6,7,768,0.0,1965,1990,205000
765,600.0,3.0,No,765,LwQ,0,440,Unf,1970.0,1365,TA,2368,24.0,312.0,36,6,5,765,0.0,1970,1970,125000
1074,0.0,3.0,No,788,ALQ,268,495,RFn,1975.0,1074,TA,10140,78.0,0.0,88,6,5,1056,0.0,1975,1975,153500
